day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,stock
184.14999389648438,184.19907425745546,184.24707191375344,183.2765806193912,187.57409592650012,184.23636252171525,182.92854398829297,184.33078659552183,184.04654218955866,184.8157800025342,aapl
184.14999389648438,185.35288015449026,186.5472576782133,184.5612708692128,183.57427519142192,177.03115927794545,177.30008655475942,182.77192509050283,185.83880598335287,188.67359743738123,aapl
184.14999389648438,184.80222724957855,185.44384604401245,185.95235850325048,187.63464969488575,187.97320183007756,192.2304978569752,192.0343220159722,188.5733671487404,187.07935938590757,aapl
184.14999389648438,185.45992128992455,186.7634891768288,183.01707672506674,182.0746291440657,182.0516867717771,182.1799262580687,180.2080460549786,177.6245294793095,180.32517805006552,aapl
184.14999389648438,183.65393398231993,183.16949010892495,184.98763149278818,182.39272433754192,182.28412135344396,181.46338935149123,182.7193296971742,181.62426863134473,182.15151230074463,aapl
184.14999389648438,187.40640326685897,190.85473182900947,191.29661170520237,194.4749278883573,192.01728585794797,192.3316122246694,189.9368557889489,182.97853459015948,183.63335744131456,aapl
184.14999389648438,190.54304712927086,198.49105653095614,198.64918404778783,191.4709253531602,189.00474253490367,185.88169606521265,183.5352181968117,185.1194428661546,186.32030305159205,aapl
184.14999389648438,184.83893961359374,185.5170160191529,185.4067172375603,187.70771580265733,189.65631945594654,191.84113585809874,188.15638455444073,187.92926529436795,186.61312695239508,aapl
184.14999389648438,181.8027355125739,179.4586370127376,178.72074488853576,175.77473348863964,179.15925850183447,179.7839115889995,175.616962204154,174.58185289280215,173.56788892650374,aapl
184.14999389648438,185.99884129222613,187.86324144733592,185.47993910388303,189.98682581736148,185.3549988904354,184.2065669313607,185.27153678972033,186.52838841558332,186.07030093859814,aapl
184.14999389648438,183.10117307875066,182.0744528594701,181.07218880582118,178.75686825295946,178.45927643404815,173.96627111616823,170.6552452804839,167.50659542829538,167.6079241945074,aapl
184.14999389648438,186.44367332327298,188.78770017394186,188.4804531655738,187.5660483843425,185.42467900910748,181.5132760829613,181.41757075903737,184.07411302171136,183.16490186293365,aapl
184.14999389648438,183.07173402336196,182.01594852169683,184.63121302811592,185.4229993593693,182.8547460027981,188.665752983395,191.19913742369047,189.15429214692276,192.65243202884216,aapl
184.14999389648438,185.42004802419612,186.68286588580432,184.11008831988642,185.46054408109316,185.67600526373366,179.89394541617452,181.87454271449383,184.91578053855307,186.4274040529434,aapl
184.14999389648438,184.09102880448822,184.03339752921931,183.9474270000617,186.92151370908041,188.84902946851724,190.34878315515837,190.5715761287381,190.52899229094336,190.32249193703046,aapl
184.14999389648438,182.5467719086612,180.96765378274506,181.5057139475019,178.49200325141385,173.61756537669405,174.76524235673497,172.32490146210998,168.17535042150706,170.4789500174015,aapl
184.14999389648438,183.6916588296316,183.24406745060182,183.9668684598369,183.43134874366163,179.65394579567285,177.41886090750452,175.59964908592778,174.19502204734948,173.64223049243657,aapl
184.14999389648438,178.8829293566031,173.0578614346756,171.639854473552,171.29221000592156,170.99509182487347,169.87997919675024,165.6813042188092,165.12967533425245,167.114098831922,aapl
184.14999389648438,186.32953459027834,188.54886764237386,190.13567145898074,192.2979794012457,190.28759036639818,191.6878773633622,190.80414549740485,189.75806445821692,188.7589763045527,aapl
184.14999389648438,184.26627345948322,184.3800369361155,180.59119865303725,184.29205052043346,181.90744504378097,182.95168895005654,180.6121848137846,181.56429304372836,181.05380715087017,aapl
184.14999389648438,186.5630387187189,189.03875760318996,182.3677564354383,184.239285381282,180.90210887361638,178.85543283620788,182.94584231684166,190.85950379792476,194.21904923204985,aapl
184.14999389648438,179.83541957598982,175.2505628009825,181.6394957190403,180.35318752201158,180.88651112038124,180.1785698075732,180.8184711209994,184.38524838984472,179.39053247764934,aapl
184.14999389648438,184.1035963290072,184.05824561426704,183.33940672229528,186.67428728433902,188.7862543066118,190.4860869419035,193.74133328307605,193.41080590723863,193.3722531576161,aapl
184.14999389648438,186.38728886246847,188.66956966797284,190.6709227041046,187.38118911717888,186.48661134033182,182.7854842530542,181.1832274606865,178.03703362153612,174.4125980902811,aapl
184.14999389648438,184.36534159384192,184.5761853571744,189.08306059748605,192.97850654447436,193.91861586480363,188.80051343444163,187.9844092407958,189.85854025401457,191.1337841723018,aapl
184.14999389648438,184.1860699641029,184.22134748937847,185.04197870192212,185.4077100112327,184.34940674834,182.31347147601628,182.3048183665603,186.45477613861968,184.61701790450542,aapl
184.14999389648438,180.26453524330125,176.20207060286066,174.1573077274428,175.53967380110248,178.73001735200128,179.84240728771786,180.46215971914503,176.7501920261862,177.33580583434926,aapl
184.14999389648438,187.92336348874,192.00961294336085,185.9082232774389,183.6676040019352,180.95414875885618,188.79811488146555,195.61702402670784,192.893099345775,194.8007963098696,aapl
184.14999389648438,181.84030848037128,179.5356718610886,184.21518566544344,178.4836984380108,183.0660257158487,179.5595296580514,186.92319468849334,178.1625110767286,179.13075439230636,aapl
184.14999389648438,186.52241772559805,188.95316957220382,187.5708413584118,187.25203484496103,187.7897269239623,185.8488735233608,183.27182542240314,179.62120013660592,184.4585448858571,aapl
184.14999389648438,188.66357983000282,193.72754468988703,194.6495629726882,198.36345954989577,201.03845782532736,200.66176398987287,197.75385073533346,195.78522409241003,194.05797235596674,aapl
184.14999389648438,181.9684440430723,179.79765559661135,180.90516181600623,179.90090774571098,180.15370338472607,181.2382884652042,179.3521828094095,176.86448493952673,172.74305116471433,aapl
184.14999389648438,180.4662476228659,176.6421899326517,177.63818104599815,175.5444305826319,179.18243024446792,180.58693397133123,180.8530125966042,179.2623803487364,176.5953708201535,aapl
184.14999389648438,185.64651806873562,187.14206136050413,192.43653559470252,192.60152655040721,197.04116986282685,192.69336793389755,189.15306524579927,191.1310153993045,189.19533283491353,aapl
184.14999389648438,185.48513788529655,186.81452481912154,186.7219136092773,180.9606592761871,183.8434750105485,183.37155512263274,183.20016800323853,184.64808323933994,184.48595924223278,aapl
184.14999389648438,184.58303419121768,185.00789103168634,184.96925769454063,181.96201373388666,179.12559227647284,184.93660073947365,187.3605102066445,187.25292023223267,187.60143488715494,aapl
184.14999389648438,183.76383826939517,183.38673336013437,178.91230292373658,177.02638419494554,176.96219454704925,173.63413753541317,172.62129786520194,175.20883793022622,176.6811259604221,aapl
184.14999389648438,185.06746176008812,185.9736384014177,186.2135173907966,184.0738165392256,184.9007462906959,178.39755618426503,175.42918783701157,178.01002712969057,178.10577955762858,aapl
184.14999389648438,185.0758456455213,185.9904321569092,188.68021680590218,187.41517526976943,186.54370998332175,186.4630566860916,187.83900931318212,184.55452448066268,185.99081060951067,aapl
184.14999389648438,184.59682103668231,185.03527009102143,186.40378457459565,188.37059523369138,184.74717801354643,186.26467159762166,184.62251467145924,184.75943064463453,183.85666694619547,aapl
184.14999389648438,181.64479602193188,179.13370701922676,175.2395386994892,176.75024009105655,181.10434230616414,181.12898604990693,186.5921709382543,191.55491581731462,195.0317425715185,aapl
184.14999389648438,181.8191891800112,179.49238372287485,177.76993025230846,178.8145924110434,177.6559368575213,181.73847807497657,180.41633726718746,179.77563332854305,181.44886282727674,aapl
184.14999389648438,186.72912496545496,189.39037504197282,191.56399067070626,187.7090041788658,187.20785691893028,183.0242136996334,179.79861486114248,182.00549340073144,177.372813079829,aapl
184.14999389648438,177.941271742455,170.76981548824457,169.46279062656455,167.5235682997164,168.6024982174987,168.70208697214977,168.54184608397395,168.7837608053068,169.77832429898598,aapl
184.14999389648438,181.5588942981687,178.95619800426786,178.44826259820178,176.7197338220822,179.14925803711347,181.75878059600024,181.0680876395176,181.81289344140018,180.56608756034137,aapl
184.14999389648438,186.46591571570093,188.83438044069825,189.68435942003487,188.8600582151096,189.5913147852436,189.63319195893618,191.74130048065143,193.2347650077711,194.3803369464225,aapl
184.14999389648438,182.37423466075185,180.62053104592871,183.02256944436994,181.89032376941051,185.30535569028953,189.15278961015503,191.49628766400608,193.21574040993195,195.941870549911,aapl
184.14999389648438,181.25228150096768,178.3177891887003,182.27873423514302,179.65558790624223,176.5751610761643,177.09899143839326,180.82845877638357,179.08480494648686,182.51997783579716,aapl
184.14999389648438,185.91268995085693,187.68606514807797,189.18814887828017,189.14906870984132,184.6352389386615,184.53047889139333,181.35017742509106,181.47086360591823,181.98001305344633,aapl
184.14999389648438,182.57563092410467,181.0255733149546,180.88722134063283,180.7501571475426,179.44791074644152,176.4964844173879,175.2393179009433,173.91213031341445,174.95820402707488,aapl
184.14999389648438,182.2608395191376,180.3915511242209,178.3626158382714,177.0639026853561,172.24021320473304,174.2106926015505,172.7545200303915,176.3593174826541,174.55643672246882,aapl
184.14999389648438,185.79868010414168,187.45244269930188,189.01983267423202,191.42142906463732,191.7541962231572,191.97596407602347,187.95939111419236,187.67516956025665,185.041170840676,aapl
184.14999389648438,186.1583243137409,188.192763795682,186.56687455544804,186.03902848196302,184.16921638135298,182.6269066660366,183.61465431009591,187.18382909321764,186.7784325042213,aapl
184.14999389648438,178.0111369218664,170.94391937884092,168.47379305400537,170.36939861475034,175.5468139912189,174.44384148240553,179.4243468815751,181.5025334760853,186.06195234562765,aapl
184.14999389648438,185.0166270347134,185.87187750604576,186.16279601299522,183.23122715424427,186.38939323222587,189.7153535849032,190.27543257851104,189.85136541934054,189.21656146730885,aapl
184.14999389648438,184.06123886139994,183.97450296858162,183.62376928521283,186.89263171243013,188.56913418795685,193.56218399948978,198.233015765575,200.20817629992493,198.6607833258383,aapl
184.14999389648438,186.05259492028003,187.97407958684053,189.6935854509082,195.40589728958344,196.26605019729308,193.55675806631987,193.49032104944095,191.4161465070183,189.2426686094024,aapl
184.14999389648438,183.43901306738087,182.74434696690983,181.89234831397494,182.00030466695935,181.44109349364405,180.9907853790418,181.44704601974672,183.3416469694312,181.62960772531116,aapl
184.14999389648438,183.56038817221108,182.98450940453645,183.16792352821597,185.07631950382654,185.64500273905566,185.30482349391815,187.4973921637376,191.2897526758257,195.36737916777844,aapl
184.14999389648438,188.01777637858095,192.2243546909339,186.6492360140077,185.4497905151932,188.36420832146626,191.6726769973265,185.51389721361207,187.43299873771474,192.4644161418834,aapl
184.14999389648438,179.94412484474537,175.49362329370936,180.85699410679015,177.37805898783373,175.63008248056846,173.58210400277727,178.51458656859813,180.10412678452306,178.05104775355605,aapl
184.14999389648438,181.95546943551253,179.77117808500907,179.5121067941573,178.07801990728458,174.9827578980436,175.03373386805814,173.37638632635188,175.06370747830525,175.44952265857194,aapl
184.14999389648438,181.36055683183824,178.5441215494241,178.1029581815623,180.35042523855,178.76839119015725,178.97862856495703,178.07252105759798,181.48677806466893,181.76291525046196,aapl
184.14999389648438,182.98714734377154,181.84770695239018,177.0164112580668,175.51916932577078,173.0136683888591,173.49189812508627,171.6826695632029,172.0984209390796,170.96143046526282,aapl
184.14999389648438,182.4189342867359,180.71060463017966,180.80110054135145,186.729306495888,191.08897682196854,197.3637552853764,193.816674581982,191.3419290855028,194.2854104391778,aapl
184.14999389648438,187.69780736745852,191.50146450074183,190.55241933406572,189.18524361069086,187.53999538149128,183.60852485695003,182.2407147424019,182.2540526126456,188.27975431891727,aapl
184.14999389648438,184.1431784054404,184.13651536263302,186.62644825404186,184.83049893986774,189.48193531109715,191.5478007009659,193.41398844075584,188.87927996004575,186.90027848384358,aapl
184.14999389648438,184.87995078992486,185.59881133005368,192.10420787502878,197.2497530400254,191.43271893912666,195.74849885060365,194.63460951977527,198.31169993426448,200.54172667854598,aapl
184.14999389648438,186.44103997986107,188.7821765903537,189.05297765968183,189.29164475690067,192.3364481601155,194.17019287740544,194.92412377204462,195.3108988233682,194.2358576981045,aapl
184.14999389648438,184.58281185991777,185.0074495494468,188.96978290819644,189.5679738548477,190.52207510371102,187.6598419761297,187.04213022766456,192.56116350902616,190.31250367065522,aapl
184.14999389648438,184.71502231403238,185.27022541687717,184.7362222426744,189.79763763054592,187.44599725031034,189.53423902228297,188.208027310828,193.03303336138706,191.38379815437543,aapl
184.14999389648438,182.71697786625924,181.30871627795904,185.41934854512343,185.3157706028076,190.40260295732645,192.54138561671402,189.4164746926232,188.1946509919697,193.35616692462023,aapl
184.14999389648438,183.75994126382668,183.37903138177077,185.03280612772457,187.44760211041879,186.7043787187878,180.80999002654525,187.02677960341177,188.20634716291121,188.80121167671712,aapl
184.14999389648438,182.97641405949724,181.82634278945514,180.63017845774257,180.4556181705575,181.81800533718513,181.49213729119407,179.81279768985462,174.89991725536692,177.5051226938304,aapl
184.14999389648438,184.80864640443622,185.4566363850621,183.68384895403258,176.41436478155225,175.84190623459477,172.44799680660066,171.86460977873438,172.78997974225197,173.52299656833011,aapl
184.14999389648438,182.28130897807108,180.43293755167565,179.3033275988112,182.48338647823456,181.92193758076732,181.83463660199072,183.27373105722927,184.2893038146576,184.6465552537216,aapl
184.14999389648438,181.50246221203696,178.83927365336243,183.38170064976762,185.47112978605296,185.0952902731366,185.62370280853267,183.92942139811038,188.12904674534482,186.21207377030032,aapl
184.14999389648438,187.53821871018556,191.14595299091306,193.30443764290263,190.1002719718043,188.49618230319192,186.40466057555668,189.90996898844028,189.01621741029456,186.4157787915937,aapl
184.14999389648438,181.5955258768725,179.0319635078934,182.5478590275443,185.33578757415216,185.20361644298583,184.71092269295778,184.11615250152784,184.42014552328777,182.98308282397903,aapl
184.14999389648438,186.10907752024227,188.09079185116897,186.11120113113174,185.43641960907547,183.83032530540044,185.29256519149408,191.44222193871562,191.98292398903726,192.74529022360954,aapl
184.14999389648438,185.1602109104836,186.15960284109258,184.93465469119357,181.95316650992984,180.88875962945846,179.1532487520711,177.76523505021964,180.248782874506,179.36504800399453,aapl
184.14999389648438,184.5582907605133,184.95876608709423,186.1110935951783,184.24476127108747,185.04019563169751,187.67578537874508,188.75882493283933,187.29476824566646,188.51954790784788,aapl
184.14999389648438,181.19215265630976,178.1916631651443,179.53915280793657,179.04585206099298,178.58173962186942,174.72693577795613,173.51828742240565,172.84772980859546,171.92195684145315,aapl
184.14999389648438,184.93456711861757,185.70784015085792,182.97642545441136,179.9665345420886,180.0958094118291,174.90262775891964,173.45943144496454,170.03080087778437,169.16518858157679,aapl
184.14999389648438,183.91289678639095,183.68130730842725,183.02237284915742,182.58089148101791,183.90847335232527,183.7954393495959,183.2584589615778,184.42395491023126,184.33463914617965,aapl
184.14999389648438,178.6958052463982,172.6130750557311,173.63990716496693,173.15890393723245,173.0577532893323,169.51352470185088,170.71461734092838,171.75614941412732,169.31147605224066,aapl
184.14999389648438,184.01162741253322,183.8764351040828,183.21089729542066,182.02478425549975,179.41745570056335,177.25568311758818,180.84149210215583,180.723565175088,184.22948042864235,aapl
184.14999389648438,184.61823373298645,185.07780344405447,187.24901929484804,191.4673748480514,189.6049711783614,191.38919194874313,193.45393057055293,191.5935958121815,192.751642536445,aapl
184.14999389648438,186.18014360905565,188.23800755346818,189.95572100836512,192.78830343015892,190.07735450701261,188.8535368709818,188.94349802420143,186.1420910986281,189.008040965369,aapl
184.14999389648438,183.12030116705128,182.11245321215193,177.9493533124163,177.99527625896835,180.70051997266518,176.39710157338925,174.13824554497714,176.3865418831162,178.5942972062837,aapl
184.14999389648438,182.99171437382128,181.85679632476658,182.81225860928728,184.44406891259632,183.0375141139466,184.315410636515,183.70795213829777,180.20010581136415,180.1179704775335,aapl
184.14999389648438,182.96764028858485,181.80887620509554,179.84641305643308,180.97834024064483,182.3860145879942,182.86941526270624,182.74005607086482,184.20513015565015,183.50283288610805,aapl
184.14999389648438,185.43189627767305,186.70681332037935,188.52658661482667,188.0587920831703,187.59318717810893,190.00184627673985,191.6027152999107,189.22751790852067,188.59477240722913,aapl
