date,volatility,stock
2015-01-09,3.586818E-4,aapl
2015-01-12,3.3433732E-4,aapl
2015-01-13,3.570045E-4,aapl
2015-01-14,3.3836265E-4,aapl
2015-01-15,3.1683824E-4,aapl
2015-01-16,3.5080992E-4,aapl
2015-01-20,3.314863E-4,aapl
2015-01-21,3.56164E-4,aapl
2015-01-22,3.3613582E-4,aapl
2015-01-23,3.6131838E-4,aapl
2015-01-26,3.3856064E-4,aapl
2015-01-27,3.1604842E-4,aapl
2015-01-28,3.8708758E-4,aapl
2015-01-29,5.7809456E-4,aapl
2015-01-30,6.0143595E-4,aapl
2015-02-02,5.7055283E-4,aapl
2015-02-03,5.3802336E-4,aapl
2015-02-04,4.9725187E-4,aapl
2015-02-05,4.6440263E-4,aapl
2015-02-06,4.3398587E-4,aapl
2015-02-09,4.0785116E-4,aapl
2015-02-10,3.821027E-4,aapl
2015-02-11,3.816464E-4,aapl
2015-02-12,3.9382325E-4,aapl
2015-02-13,3.775897E-4,aapl
2015-02-17,3.5316363E-4,aapl
2015-02-18,3.317361E-4,aapl
2015-02-19,3.132351E-4,aapl
2015-02-20,2.9326798E-4,aapl
2015-02-23,2.7958097E-4,aapl
2015-02-24,3.136359E-4,aapl
2015-02-25,2.961395E-4,aapl
2015-02-26,3.2579695E-4,aapl
2015-02-27,3.1577094E-4,aapl
2015-03-02,3.1178465E-4,aapl
2015-03-03,2.9335712E-4,aapl
2015-03-04,2.7519846E-4,aapl
2015-03-05,2.6129556E-4,aapl
2015-03-06,2.6587516E-4,aapl
2015-03-09,2.500694E-4,aapl
2015-03-10,2.368475E-4,aapl
2015-03-11,2.550256E-4,aapl
2015-03-12,2.6445452E-4,aapl
2015-03-13,2.7176196E-4,aapl
2015-03-16,2.5872333E-4,aapl
2015-03-17,2.5204165E-4,aapl
2015-03-18,2.5717422E-4,aapl
2015-03-19,2.5103276E-4,aapl
2015-03-20,2.4055837E-4,aapl
2015-03-23,2.38396E-4,aapl
2015-03-24,2.3265666E-4,aapl
2015-03-25,2.2092552E-4,aapl
2015-03-26,2.5958335E-4,aapl
2015-03-27,2.4766676E-4,aapl
2015-03-30,2.3797202E-4,aapl
2015-03-31,2.6960252E-4,aapl
2015-04-01,2.705504E-4,aapl
2015-04-02,2.54307E-4,aapl
2015-04-06,2.4469415E-4,aapl
2015-04-07,2.492721E-4,aapl
2015-04-08,2.4288397E-4,aapl
2015-04-09,2.2977682E-4,aapl
2015-04-10,2.2127817E-4,aapl
2015-04-13,2.106817E-4,aapl
2015-04-14,2.0002344E-4,aapl
2015-04-15,1.914182E-4,aapl
2015-04-16,1.8327344E-4,aapl
2015-04-17,1.7651083E-4,aapl
2015-04-20,1.7792436E-4,aapl
2015-04-21,2.0675959E-4,aapl
2015-04-22,1.9829876E-4,aapl
2015-04-23,2.014041E-4,aapl
2015-04-24,1.9607718E-4,aapl
2015-04-27,1.8805839E-4,aapl
2015-04-28,2.0261409E-4,aapl
2015-04-29,2.105944E-4,aapl
2015-04-30,2.1548827E-4,aapl
2015-05-01,2.5865392E-4,aapl
2015-05-04,3.0784894E-4,aapl
2015-05-05,2.883264E-4,aapl
2015-05-06,3.0775982E-4,aapl
2015-05-07,2.9083434E-4,aapl
2015-05-08,2.7533202E-4,aapl
2015-05-11,2.836209E-4,aapl
2015-05-12,2.7359324E-4,aapl
2015-05-13,2.5783968E-4,aapl
2015-05-14,2.4269281E-4,aapl
2015-05-15,2.6718806E-4,aapl
2015-05-18,2.5124068E-4,aapl
2015-05-19,2.4527736E-4,aapl
2015-05-20,2.3124763E-4,aapl
2015-05-21,2.1843579E-4,aapl
2015-05-22,2.1425528E-4,aapl
2015-05-26,2.0846624E-4,aapl
2015-05-27,2.3350852E-4,aapl
2015-05-28,2.451593E-4,aapl
2015-05-29,2.3135911E-4,aapl
2015-06-01,2.279852E-4,aapl
2015-06-02,2.1575665E-4,aapl
2015-06-03,2.0578591E-4,aapl
2015-06-04,1.9540344E-4,aapl
2015-06-05,1.8833224E-4,aapl
2015-06-08,1.8161557E-4,aapl
2015-06-09,1.7649516E-4,aapl
2015-06-10,1.6931273E-4,aapl
2015-06-11,1.715035E-4,aapl
2015-06-12,1.645026E-4,aapl
2015-06-15,1.6666467E-4,aapl
2015-06-16,1.6001808E-4,aapl
2015-06-17,1.5575624E-4,aapl
2015-06-18,1.5022418E-4,aapl
2015-06-19,1.4628678E-4,aapl
2015-06-22,1.4851458E-4,aapl
2015-06-23,1.4779507E-4,aapl
2015-06-24,1.4408563E-4,aapl
2015-06-25,1.4438506E-4,aapl
2015-06-26,1.4113239E-4,aapl
2015-06-29,1.3904336E-4,aapl
2015-06-30,1.571452E-4,aapl
2015-07-01,1.5482548E-4,aapl
2015-07-02,1.5519415E-4,aapl
2015-07-06,1.4942921E-4,aapl
2015-07-07,1.4495045E-4,aapl
2015-07-08,1.4044116E-4,aapl
2015-07-09,1.8145634E-4,aapl
2015-07-10,2.037973E-4,aapl
2015-07-13,2.4367333E-4,aapl
2015-07-14,2.5608728E-4,aapl
2015-07-15,2.4102241E-4,aapl
2015-07-16,2.339455E-4,aapl
2015-07-17,2.3352157E-4,aapl
2015-07-20,2.2583417E-4,aapl
2015-07-21,2.3879361E-4,aapl
2015-07-22,2.3256807E-4,aapl
2015-07-23,3.5427514E-4,aapl
2015-07-24,3.30266E-4,aapl
2015-07-27,3.1044384E-4,aapl
2015-07-28,3.0453166E-4,aapl
2015-07-29,2.8681065E-4,aapl
2015-07-30,2.6965624E-4,aapl
2015-07-31,2.551847E-4,aapl
2015-08-03,2.4575088E-4,aapl
2015-08-04,2.7266025E-4,aapl
2015-08-05,3.327399E-4,aapl
2015-08-06,3.1382512E-4,aapl
2015-08-07,2.938267E-4,aapl
2015-08-10,2.7613525E-4,aapl
2015-08-11,3.5117756E-4,aapl
2015-08-12,5.333327E-4,aapl
2015-08-13,5.098678E-4,aapl
2015-08-14,4.7170455E-4,aapl
2015-08-17,4.4051843E-4,aapl
2015-08-18,4.1627313E-4,aapl
2015-08-19,3.8889723E-4,aapl
2015-08-20,3.7366114E-4,aapl
2015-08-21,3.7886197E-4,aapl
2015-08-24,6.3976704E-4,aapl
2015-08-25,6.357906E-4,aapl
2015-08-26,5.8869703E-4,aapl
2015-08-27,7.6754077E-4,aapl
2015-08-28,7.665673E-4,aapl
2015-08-31,7.0573477E-4,aapl
2015-09-01,6.512602E-4,aapl
2015-09-02,7.509128E-4,aapl
2015-09-03,8.1788027E-4,aapl
2015-09-04,7.741626E-4,aapl
2015-09-08,7.191E-4,aapl
2015-09-09,7.1611005E-4,aapl
2015-09-10,6.8629143E-4,aapl
2015-09-11,6.660528E-4,aapl
2015-09-14,6.286927E-4,aapl
2015-09-15,5.862785E-4,aapl
2015-09-16,5.461659E-4,aapl
2015-09-17,5.047403E-4,aapl
2015-09-18,5.0070544E-4,aapl
2015-09-21,4.6456538E-4,aapl
2015-09-22,4.475719E-4,aapl
2015-09-23,4.3312018E-4,aapl
2015-09-24,4.0661488E-4,aapl
2015-09-25,3.8035473E-4,aapl
2015-09-28,3.5441163E-4,aapl
2015-09-29,3.5917683E-4,aapl
2015-09-30,4.0186735E-4,aapl
2015-10-01,3.827194E-4,aapl
2015-10-02,3.5919325E-4,aapl
2015-10-05,3.385339E-4,aapl
2015-10-06,3.1688614E-4,aapl
2015-10-07,2.979107E-4,aapl
2015-10-08,2.8066483E-4,aapl
2015-10-09,2.730863E-4,aapl
2015-10-12,2.9676783E-4,aapl
2015-10-13,2.7954188E-4,aapl
2015-10-14,2.625364E-4,aapl
2015-10-15,2.6148124E-4,aapl
2015-10-16,2.6183328E-4,aapl
2015-10-19,2.501354E-4,aapl
2015-10-20,2.3836846E-4,aapl
2015-10-21,2.485105E-4,aapl
2015-10-22,2.3412536E-4,aapl
2015-10-23,2.3766377E-4,aapl
2015-10-26,2.914429E-4,aapl
2015-10-27,3.489759E-4,aapl
2015-10-28,3.283421E-4,aapl
2015-10-29,4.2422223E-4,aapl
2015-10-30,4.0178324E-4,aapl
2015-11-02,3.7873723E-4,aapl
2015-11-03,3.665339E-4,aapl
2015-11-04,3.5076853E-4,aapl
2015-11-05,3.286287E-4,aapl
2015-11-06,3.084794E-4,aapl
2015-11-09,2.887243E-4,aapl
2015-11-10,2.7185932E-4,aapl
2015-11-11,3.2928135E-4,aapl
2015-11-12,3.0984986E-4,aapl
2015-11-13,2.9068967E-4,aapl
2015-11-16,3.3580977E-4,aapl
2015-11-17,3.3249528E-4,aapl
2015-11-18,3.1178838E-4,aapl
2015-11-19,3.6169824E-4,aapl
2015-11-20,3.4848537E-4,aapl
2015-11-23,3.2636293E-4,aapl
2015-11-24,3.1721196E-4,aapl
2015-11-25,3.0314105E-4,aapl
2015-11-27,2.874885E-4,aapl
2015-11-30,2.6980115E-4,aapl
2015-12-01,2.5471716E-4,aapl
2015-12-02,2.4455212E-4,aapl
2015-12-03,2.3646462E-4,aapl
2015-12-04,2.2945531E-4,aapl
2015-12-07,2.9392497E-4,aapl
2015-12-08,2.782805E-4,aapl
2015-12-09,2.6119428E-4,aapl
2015-12-10,2.815785E-4,aapl
2015-12-11,2.6580272E-4,aapl
2015-12-14,2.9885856E-4,aapl
2015-12-15,2.8265876E-4,aapl
2015-12-16,2.8813162E-4,aapl
2015-12-17,2.7436926E-4,aapl
2015-12-18,2.9072037E-4,aapl
2015-12-21,3.2677938E-4,aapl
2015-12-22,3.159658E-4,aapl
2015-12-23,2.9549445E-4,aapl
2015-12-24,2.886144E-4,aapl
2015-12-28,2.7264003E-4,aapl
2015-12-29,2.6520222E-4,aapl
2015-12-30,2.721736E-4,aapl
2015-12-31,2.6808656E-4,aapl
2016-01-04,2.7899988E-4,aapl
2016-01-05,2.618879E-4,aapl
2016-01-06,2.927187E-4,aapl
2016-01-07,3.0246214E-4,aapl
2016-01-08,4.172198E-4,aapl
2016-01-11,3.8946228E-4,aapl
2016-01-12,3.80829E-4,aapl
2016-01-13,3.6935133E-4,aapl
2016-01-14,3.9286018E-4,aapl
2016-01-15,3.9906328E-4,aapl
2016-01-19,4.1355466E-4,aapl
2016-01-20,3.8582244E-4,aapl
2016-01-21,3.5905157E-4,aapl
2016-01-22,3.3644735E-4,aapl
2016-01-25,5.075092E-4,aapl
2016-01-26,4.975416E-4,aapl
2016-01-27,4.626514E-4,aapl
2016-01-28,7.61771E-4,aapl
2016-01-29,7.0428534E-4,aapl
2016-02-01,7.314936E-4,aapl
2016-02-02,6.7944685E-4,aapl
2016-02-03,6.5587147E-4,aapl
2016-02-04,6.320497E-4,aapl
2016-02-05,5.8732356E-4,aapl
2016-02-08,5.948904E-4,aapl
2016-02-09,5.5684283E-4,aapl
2016-02-10,5.143572E-4,aapl
2016-02-11,4.7991474E-4,aapl
2016-02-12,4.4708946E-4,aapl
2016-02-16,4.152925E-4,aapl
2016-02-17,4.4144315E-4,aapl
2016-02-18,4.2612487E-4,aapl
2016-02-19,4.2195607E-4,aapl
2016-02-22,3.9213896E-4,aapl
2016-02-23,3.70129E-4,aapl
2016-02-24,3.823501E-4,aapl
2016-02-25,3.715166E-4,aapl
2016-02-26,3.4929637E-4,aapl
2016-02-29,3.2589745E-4,aapl
2016-03-01,3.0483073E-4,aapl
2016-03-02,3.9466444E-4,aapl
2016-03-03,3.6730195E-4,aapl
2016-03-04,3.46055E-4,aapl
2016-03-07,3.3849984E-4,aapl
2016-03-08,3.2483967E-4,aapl
2016-03-09,3.084396E-4,aapl
2016-03-10,2.886487E-4,aapl
2016-03-11,2.7062226E-4,aapl
2016-03-14,2.625E-4,aapl
2016-03-15,2.4730398E-4,aapl
2016-03-16,2.6156416E-4,aapl
2016-03-17,2.5855808E-4,aapl
2016-03-18,2.4344254E-4,aapl
2016-03-21,2.2961148E-4,aapl
2016-03-22,2.1694899E-4,aapl
2016-03-23,2.0962502E-4,aapl
2016-03-24,2.0099948E-4,aapl
2016-03-28,1.9230465E-4,aapl
2016-03-29,1.8453639E-4,aapl
2016-03-30,2.154444E-4,aapl
2016-03-31,2.2566975E-4,aapl
2016-04-01,2.1532734E-4,aapl
2016-04-04,2.0997968E-4,aapl
2016-04-05,2.0663756E-4,aapl
2016-04-06,2.0620752E-4,aapl
2016-04-07,2.0350235E-4,aapl
2016-04-08,2.282748E-4,aapl
2016-04-11,2.1582152E-4,aapl
2016-04-12,2.0520421E-4,aapl
2016-04-13,2.0683937E-4,aapl
2016-04-14,2.111682E-4,aapl
2016-04-15,2.0020672E-4,aapl
2016-04-18,2.1986304E-4,aapl
2016-04-19,2.4238536E-4,aapl
2016-04-20,2.305961E-4,aapl
2016-04-21,2.1814796E-4,aapl
2016-04-22,2.1507485E-4,aapl
2016-04-25,2.0427832E-4,aapl
2016-04-26,1.9626162E-4,aapl
2016-04-27,1.9014161E-4,aapl
2016-04-28,4.8214415E-4,aapl
2016-04-29,5.159392E-4,aapl
2016-05-02,4.8681448E-4,aapl
2016-05-03,4.5079063E-4,aapl
2016-05-04,4.371534E-4,aapl
2016-05-05,4.1345568E-4,aapl
2016-05-06,3.852284E-4,aapl
2016-05-09,3.606367E-4,aapl
2016-05-10,3.3607226E-4,aapl
2016-05-11,3.1700707E-4,aapl
2016-05-12,3.0328665E-4,aapl
2016-05-13,3.245264E-4,aapl
2016-05-16,3.0349768E-4,aapl
2016-05-17,3.798697E-4,aapl
2016-05-18,3.5476062E-4,aapl
2016-05-19,3.4002727E-4,aapl
2016-05-20,3.1834896E-4,aapl
2016-05-23,3.0596027E-4,aapl
2016-05-24,2.9783315E-4,aapl
2016-05-25,2.9545344E-4,aapl
2016-05-26,2.9865667E-4,aapl
2016-05-27,2.8419867E-4,aapl
2016-05-31,2.665859E-4,aapl
2016-06-01,2.5228018E-4,aapl
2016-06-02,2.5192273E-4,aapl
2016-06-03,2.4132906E-4,aapl
2016-06-06,2.2789913E-4,aapl
2016-06-07,2.1915545E-4,aapl
2016-06-08,2.0862612E-4,aapl
2016-06-09,1.9793528E-4,aapl
2016-06-10,1.9184496E-4,aapl
2016-06-13,1.8754651E-4,aapl
2016-06-14,1.9535449E-4,aapl
2016-06-15,1.8592316E-4,aapl
2016-06-16,1.780219E-4,aapl
2016-06-17,1.7133997E-4,aapl
2016-06-20,2.0219586E-4,aapl
2016-06-21,1.9245202E-4,aapl
2016-06-22,1.8836139E-4,aapl
2016-06-23,1.8047781E-4,aapl
2016-06-24,1.7466753E-4,aapl
2016-06-27,2.2556308E-4,aapl
2016-06-28,2.2878016E-4,aapl
2016-06-29,2.3629931E-4,aapl
2016-06-30,2.2838109E-4,aapl
2016-07-01,2.2733226E-4,aapl
2016-07-05,2.1553833E-4,aapl
2016-07-06,2.1056892E-4,aapl
2016-07-07,2.0195756E-4,aapl
2016-07-08,1.9313747E-4,aapl
2016-07-11,1.8805554E-4,aapl
2016-07-12,1.7987199E-4,aapl
2016-07-13,1.7321989E-4,aapl
2016-07-14,1.6800783E-4,aapl
2016-07-15,1.8872907E-4,aapl
2016-07-18,1.7979294E-4,aapl
2016-07-19,1.7973143E-4,aapl
2016-07-20,1.7162625E-4,aapl
2016-07-21,1.6430674E-4,aapl
2016-07-22,1.5963324E-4,aapl
2016-07-25,1.5770538E-4,aapl
2016-07-26,1.6467711E-4,aapl
2016-07-27,1.6137188E-4,aapl
2016-07-28,4.4052803E-4,aapl
2016-07-29,4.216093E-4,aapl
2016-08-01,3.9155848E-4,aapl
2016-08-02,3.862212E-4,aapl
2016-08-03,3.7532175E-4,aapl
2016-08-04,3.605706E-4,aapl
2016-08-05,3.38705E-4,aapl
2016-08-08,3.3252157E-4,aapl
2016-08-09,3.153808E-4,aapl
2016-08-10,2.9608386E-4,aapl
2016-08-11,2.8138715E-4,aapl
2016-08-12,2.6403516E-4,aapl
2016-08-15,2.486205E-4,aapl
2016-08-16,2.4451147E-4,aapl
2016-08-17,2.3055049E-4,aapl
2016-08-18,2.1795629E-4,aapl
2016-08-19,2.0647397E-4,aapl
2016-08-22,1.963933E-4,aapl
2016-08-23,1.9114748E-4,aapl
2016-08-24,1.8269602E-4,aapl
2016-08-25,1.784317E-4,aapl
2016-08-26,1.7174603E-4,aapl
2016-08-29,1.6684462E-4,aapl
2016-08-30,1.5999335E-4,aapl
2016-08-31,1.5795676E-4,aapl
2016-09-01,1.5188876E-4,aapl
2016-09-02,1.4883638E-4,aapl
2016-09-06,1.4980594E-4,aapl
2016-09-07,1.444223E-4,aapl
2016-09-08,1.4221437E-4,aapl
2016-09-09,1.8836754E-4,aapl
2016-09-12,2.1730388E-4,aapl
2016-09-13,2.4114025E-4,aapl
2016-09-14,2.6732884E-4,aapl
2016-09-15,3.3841224E-4,aapl
2016-09-16,3.9641745E-4,aapl
2016-09-19,3.7084398E-4,aapl
2016-09-20,3.5522616E-4,aapl
2016-09-21,3.3111434E-4,aapl
2016-09-22,3.092019E-4,aapl
2016-09-23,2.956263E-4,aapl
2016-09-26,2.9730392E-4,aapl
2016-09-27,2.7863463E-4,aapl
2016-09-28,2.6175214E-4,aapl
2016-09-29,2.5029745E-4,aapl
2016-09-30,2.534178E-4,aapl
2016-10-03,2.4288712E-4,aapl
2016-10-04,2.3060586E-4,aapl
2016-10-05,2.191586E-4,aapl
2016-10-06,2.0746235E-4,aapl
2016-10-07,2.0076912E-4,aapl
2016-10-10,1.9089533E-4,aapl
2016-10-11,2.0333078E-4,aapl
2016-10-12,1.9339689E-4,aapl
2016-10-13,1.8974776E-4,aapl
2016-10-14,1.813984E-4,aapl
2016-10-17,1.7534319E-4,aapl
2016-10-18,1.676597E-4,aapl
2016-10-19,1.6067665E-4,aapl
2016-10-20,1.5493856E-4,aapl
2016-10-21,1.4910045E-4,aapl
2016-10-24,1.4489358E-4,aapl
2016-10-25,1.4574647E-4,aapl
2016-10-26,1.4259291E-4,aapl
2016-10-27,1.7518127E-4,aapl
2016-10-28,1.7419147E-4,aapl
2016-10-31,1.697784E-4,aapl
2016-11-01,1.6274968E-4,aapl
2016-11-02,1.8011392E-4,aapl
2016-11-03,1.7202014E-4,aapl
2016-11-04,1.7297958E-4,aapl
2016-11-07,1.7138946E-4,aapl
2016-11-08,1.7882108E-4,aapl
2016-11-09,1.7327143E-4,aapl
2016-11-10,1.6593312E-4,aapl
2016-11-11,2.166672E-4,aapl
2016-11-14,2.0771055E-4,aapl
2016-11-15,2.4357458E-4,aapl
2016-11-16,2.4211887E-4,aapl
2016-11-17,2.790705E-4,aapl
2016-11-18,2.6190892E-4,aapl
2016-11-21,2.463741E-4,aapl
2016-11-22,2.4853233E-4,aapl
2016-11-23,2.3417299E-4,aapl
2016-11-25,2.2297737E-4,aapl
2016-11-28,2.1273717E-4,aapl
2016-11-29,2.0189185E-4,aapl
2016-11-30,1.9182533E-4,aapl
2016-12-01,1.8777716E-4,aapl
2016-12-02,1.8524729E-4,aapl
2016-12-05,1.7763511E-4,aapl
2016-12-06,1.7346133E-4,aapl
2016-12-07,1.701562E-4,aapl
2016-12-08,1.6980086E-4,aapl
2016-12-09,1.6946945E-4,aapl
2016-12-12,1.8118521E-4,aapl
2016-12-13,1.7529476E-4,aapl
2016-12-14,1.8731499E-4,aapl
2016-12-15,1.7850699E-4,aapl
2016-12-16,1.7264635E-4,aapl
2016-12-19,1.6529606E-4,aapl
2016-12-20,1.6088776E-4,aapl
2016-12-21,1.549963E-4,aapl
2016-12-22,1.4919773E-4,aapl
2016-12-23,1.4700441E-4,aapl
2016-12-27,1.4215206E-4,aapl
2016-12-28,1.4035014E-4,aapl
2016-12-29,1.3713914E-4,aapl
2016-12-30,1.3290922E-4,aapl
2017-01-03,1.3347562E-4,aapl
2017-01-04,1.3015838E-4,aapl
2017-01-05,1.2665041E-4,aapl
2017-01-06,1.2522712E-4,aapl
2017-01-09,1.3094017E-4,aapl
2017-01-10,1.33263E-4,aapl
2017-01-11,1.2945487E-4,aapl
2017-01-12,1.2799106E-4,aapl
2017-01-13,1.2585227E-4,aapl
2017-01-17,1.2287017E-4,aapl
2017-01-18,1.245871E-4,aapl
2017-01-19,1.2149698E-4,aapl
2017-01-20,1.18909054E-4,aapl
2017-01-23,1.1657873E-4,aapl
2017-01-24,1.1425012E-4,aapl
2017-01-25,1.1216217E-4,aapl
2017-01-26,1.281904E-4,aapl
2017-01-27,1.247888E-4,aapl
2017-01-30,1.21680285E-4,aapl
2017-01-31,1.1935253E-4,aapl
2017-02-01,1.17122065E-4,aapl
2017-02-02,3.67327E-4,aapl
2017-02-03,3.423225E-4,aapl
2017-02-06,3.2070075E-4,aapl
2017-02-07,3.0601234E-4,aapl
2017-02-08,2.9285383E-4,aapl
2017-02-09,2.755062E-4,aapl
2017-02-10,2.6239734E-4,aapl
2017-02-13,2.4711675E-4,aapl
2017-02-14,2.3846143E-4,aapl
2017-02-15,2.3698152E-4,aapl
2017-02-16,2.2459296E-4,aapl
2017-02-17,2.124878E-4,aapl
2017-02-21,2.0192272E-4,aapl
2017-02-22,1.955155E-4,aapl
2017-02-23,1.8660676E-4,aapl
2017-02-24,1.791588E-4,aapl
2017-02-27,1.7115955E-4,aapl
2017-02-28,1.6410499E-4,aapl
2017-03-01,1.5742632E-4,aapl
2017-03-02,1.8085631E-4,aapl
2017-03-03,1.7519362E-4,aapl
2017-03-06,1.6998647E-4,aapl
2017-03-07,1.6347461E-4,aapl
2017-03-08,1.5695974E-4,aapl
2017-03-09,1.519237E-4,aapl
2017-03-10,1.467245E-4,aapl
2017-03-13,1.4240699E-4,aapl
2017-03-14,1.3770556E-4,aapl
2017-03-15,1.3358364E-4,aapl
2017-03-16,1.376533E-4,aapl
2017-03-17,1.3356472E-4,aapl
2017-03-20,1.3144956E-4,aapl
2017-03-21,1.3560038E-4,aapl
2017-03-22,1.4107036E-4,aapl
2017-03-23,1.4557755E-4,aapl
2017-03-24,1.4147772E-4,aapl
2017-03-27,1.3713281E-4,aapl
2017-03-28,1.3310829E-4,aapl
2017-03-29,1.595832E-4,aapl
2017-03-30,1.5365912E-4,aapl
2017-03-31,1.4804414E-4,aapl
2017-04-03,1.4306979E-4,aapl
2017-04-04,1.3830012E-4,aapl
2017-04-05,1.3792784E-4,aapl
2017-04-06,1.3556622E-4,aapl
2017-04-07,1.3192657E-4,aapl
2017-04-10,1.2852553E-4,aapl
2017-04-11,1.2517735E-4,aapl
2017-04-12,1.3046544E-4,aapl
2017-04-13,1.2694286E-4,aapl
2017-04-17,1.2566573E-4,aapl
2017-04-18,1.2466958E-4,aapl
2017-04-19,1.2300038E-4,aapl
2017-04-20,1.2103551E-4,aapl
2017-04-21,1.2941299E-4,aapl
2017-04-24,1.259853E-4,aapl
2017-04-25,1.2938799E-4,aapl
2017-04-26,1.286106E-4,aapl
2017-04-27,1.2766202E-4,aapl
2017-04-28,1.2433334E-4,aapl
2017-05-01,1.2133424E-4,aapl
2017-05-02,1.4793438E-4,aapl
2017-05-03,1.4559996E-4,aapl
2017-05-04,1.4126698E-4,aapl
2017-05-05,1.3759613E-4,aapl
2017-05-08,1.528241E-4,aapl
2017-05-09,1.9903782E-4,aapl
2017-05-10,1.920996E-4,aapl
2017-05-11,1.8448352E-4,aapl
2017-05-12,1.8127939E-4,aapl
2017-05-15,1.868889E-4,aapl
2017-05-16,1.7859443E-4,aapl
2017-05-17,1.7073877E-4,aapl
2017-05-18,2.475301E-4,aapl
2017-05-19,2.4972874E-4,aapl
2017-05-22,2.3606737E-4,aapl
2017-05-23,2.2546164E-4,aapl
2017-05-24,2.1328671E-4,aapl
2017-05-25,2.027582E-4,aapl
2017-05-26,1.9340123E-4,aapl
2017-05-30,1.8424465E-4,aapl
2017-05-31,1.7572747E-4,aapl
2017-06-01,1.7051854E-4,aapl
2017-06-02,1.637851E-4,aapl
2017-06-05,1.7272192E-4,aapl
2017-06-06,1.722048E-4,aapl
2017-06-07,1.6559378E-4,aapl
2017-06-08,1.6130849E-4,aapl
2017-06-09,1.5530328E-4,aapl
2017-06-12,2.621782E-4,aapl
2017-06-13,2.8871602E-4,aapl
2017-06-14,2.7529485E-4,aapl
2017-06-15,2.6539608E-4,aapl
2017-06-16,2.5207628E-4,aapl
2017-06-19,2.5169467E-4,aapl
2017-06-20,2.9437582E-4,aapl
2017-06-21,2.818193E-4,aapl
2017-06-22,2.6691833E-4,aapl
2017-06-23,2.510504E-4,aapl
2017-06-26,2.3786278E-4,aapl
2017-06-27,2.2516293E-4,aapl
2017-06-28,2.2792969E-4,aapl
2017-06-29,2.3058824E-4,aapl
2017-06-30,2.3374103E-4,aapl
2017-07-03,2.2110406E-4,aapl
2017-07-05,2.1015953E-4,aapl
2017-07-06,2.0048305E-4,aapl
2017-07-07,1.9695812E-4,aapl
2017-07-10,1.9463725E-4,aapl
2017-07-11,1.8783133E-4,aapl
2017-07-12,1.7973076E-4,aapl
2017-07-13,1.7176395E-4,aapl
2017-07-14,1.7816885E-4,aapl
2017-07-17,1.7547466E-4,aapl
2017-07-18,1.6862046E-4,aapl
2017-07-19,1.6238498E-4,aapl
2017-07-20,1.5865915E-4,aapl
2017-07-21,1.5393138E-4,aapl
2017-07-24,1.4818176E-4,aapl
2017-07-25,1.5338983E-4,aapl
2017-07-26,1.4898539E-4,aapl
2017-07-27,1.4526559E-4,aapl
2017-07-28,1.6653058E-4,aapl
2017-07-31,1.6321555E-4,aapl
2017-08-01,1.5852666E-4,aapl
2017-08-02,1.5797139E-4,aapl
2017-08-03,3.055069E-4,aapl
2017-08-04,2.9319496E-4,aapl
2017-08-07,2.7672885E-4,aapl
2017-08-08,2.7677164E-4,aapl
2017-08-09,2.6438382E-4,aapl
2017-08-10,2.5123663E-4,aapl
2017-08-11,3.121446E-4,aapl
2017-08-14,3.0571056E-4,aapl
2017-08-15,3.0219668E-4,aapl
2017-08-16,2.9146444E-4,aapl
2017-08-17,2.7433515E-4,aapl
2017-08-18,2.846873E-4,aapl
2017-08-21,2.6738E-4,aapl
2017-08-22,2.5151906E-4,aapl
2017-08-23,2.5581475E-4,aapl
2017-08-24,2.4087612E-4,aapl
2017-08-25,2.2861264E-4,aapl
2017-08-28,2.1702645E-4,aapl
2017-08-29,2.1275018E-4,aapl
2017-08-30,2.0730631E-4,aapl
2017-08-31,1.972006E-4,aapl
2017-09-01,1.8862843E-4,aapl
2017-09-05,1.7970742E-4,aapl
2017-09-06,1.8211511E-4,aapl
2017-09-07,1.7386055E-4,aapl
2017-09-08,1.6744569E-4,aapl
2017-09-11,1.7994113E-4,aapl
2017-09-12,1.9498522E-4,aapl
2017-09-13,1.8661439E-4,aapl
2017-09-14,1.8197983E-4,aapl
2017-09-15,1.790126E-4,aapl
2017-09-18,1.7825469E-4,aapl
2017-09-19,1.7443341E-4,aapl
2017-09-20,1.6680981E-4,aapl
2017-09-21,1.8046178E-4,aapl
2017-09-22,1.939081E-4,aapl
2017-09-25,1.9146137E-4,aapl
2017-09-26,1.8793614E-4,aapl
2017-09-27,2.0004688E-4,aapl
2017-09-28,1.9370455E-4,aapl
2017-09-29,1.8706676E-4,aapl
2017-10-02,1.8043538E-4,aapl
2017-10-03,1.7254686E-4,aapl
2017-10-04,1.6644725E-4,aapl
2017-10-05,1.6258258E-4,aapl
2017-10-06,1.67057E-4,aapl
2017-10-09,1.6011969E-4,aapl
2017-10-10,1.5465902E-4,aapl
2017-10-11,1.4883817E-4,aapl
2017-10-12,1.4478542E-4,aapl
2017-10-13,1.4074659E-4,aapl
2017-10-16,1.3906822E-4,aapl
2017-10-17,1.5864873E-4,aapl
2017-10-18,1.5343148E-4,aapl
2017-10-19,1.4912924E-4,aapl
2017-10-20,1.8513821E-4,aapl
2017-10-23,1.7674439E-4,aapl
2017-10-24,1.6891876E-4,aapl
2017-10-25,1.6432955E-4,aapl
2017-10-26,1.5901361E-4,aapl
2017-10-27,1.5571331E-4,aapl
