simulation,stock
182.95901340981976,googl
118.40349081211731,googl
206.6965782569395,googl
135.73442765505277,googl
126.07823162813908,googl
130.8965620283665,googl
103.83337611669064,googl
95.97913665957607,googl
147.69360954612864,googl
99.70201175079875,googl
159.3854728507402,googl
111.96142637610238,googl
160.0212143109829,googl
199.6888890550969,googl
241.50471683188266,googl
79.71002993211165,googl
225.83089459502673,googl
176.45361433155685,googl
132.20491854841816,googl
173.5129437001252,googl
197.57482556043547,googl
193.27720390102323,googl
211.5236561764364,googl
134.55761846320613,googl
217.20204858201296,googl
178.29724912094323,googl
112.94043408424143,googl
167.73577072472057,googl
221.75796740929349,googl
111.47522812817758,googl
214.77841946023617,googl
142.56530203667617,googl
261.3813845759564,googl
264.8740456411804,googl
102.46854020684307,googl
139.2746708481724,googl
122.23338206106413,googl
150.88224955594794,googl
127.41728911237641,googl
95.44048839443134,googl
149.54781610702776,googl
198.6707793531586,googl
155.99605707199507,googl
166.75574152785225,googl
111.08594080422083,googl
68.35880725642293,googl
400.00467301311875,msft
348.41673239948426,msft
553.8632290814232,msft
391.4114592030059,msft
372.21945682767085,msft
394.6329939361065,msft
219.58199818650357,msft
384.460066753471,msft
442.15412425554297,msft
342.7333127304563,msft
531.7947695720577,msft
490.88163936100494,msft
367.85539869360474,msft
374.6907549648668,msft
269.5603415393631,msft
249.96701405010188,msft
482.48758447286997,msft
376.09914462321296,msft
302.68926127414244,msft
581.3617744119767,msft
338.273863576528,msft
362.14858943964066,msft
276.6976729719381,msft
315.75100725098207,msft
417.23590182443644,msft
344.7106941298837,msft
429.0632497042948,msft
599.868167265203,msft
400.74856970626,msft
348.602120781513,msft
272.6265530915103,msft
364.1284502965974,msft
336.23734872308415,msft
507.01070663321013,msft
431.84953998800637,msft
297.61379511928493,msft
407.42913999405357,msft
498.2086553070364,msft
491.9498521703148,msft
458.6084909154319,msft
350.89796112795347,msft
449.71558519612836,msft
390.83955151939415,msft
456.2857288194339,msft
432.76844293841964,msft
295.4058430523861,msft
505.22403078641054,msft
514.7450490835915,msft
307.94172667324915,msft
373.0126584748511,msft
324.3335173340933,msft
524.433162149105,msft
449.14893033856487,msft
436.7913521858572,msft
412.0938312320721,msft
443.48996623550323,msft
486.4698537094406,msft
428.35500309794,msft
460.50168822978446,msft
558.895094730272,msft
571.7568676657794,msft
375.0156017536521,msft
630.7404514475427,msft
653.1960205261445,msft
548.3112962155072,msft
341.67390692946793,msft
624.5815086889899,msft
364.44190105832024,msft
568.3916179939489,msft
222.93781680654538,msft
352.5432772305729,msft
440.4154592947031,msft
496.6299634303649,msft
505.91091712018897,msft
349.12171717579383,msft
447.369846577545,msft
395.5788109408302,msft
473.7155027892931,msft
498.5478157624665,msft
275.22160335046516,msft
598.0703930064692,msft
361.2849201145305,msft
443.0941169334472,msft
474.6729594283102,msft
552.7355911777632,msft
379.67723269454103,msft
490.37713859774067,msft
350.60366778431916,msft
492.1482620221131,msft
343.820076081415,msft
390.19509169121875,msft
608.5020978008788,msft
548.6993978720174,msft
485.78677180833375,msft
492.963449810426,msft
443.70817173088835,msft
381.84402867681257,msft
474.08929306810234,msft
450.635015592296,msft
346.40610174629137,msft
447.4180281855353,msft
490.190960498627,msft
546.5995053104143,msft
430.88324760156496,msft
311.2976408004367,msft
262.650447508508,msft
361.82326243798457,msft
346.7249912331106,msft
266.9286993814859,msft
477.8472816192277,msft
317.9223998796701,msft
416.0374333186793,msft
470.54104831995426,msft
246.17169205725378,msft
322.29152243975017,msft
456.4739603456463,msft
430.40491460778037,msft
309.3535241397795,msft
301.8730100886311,msft
370.7198062202893,msft
314.9565665532639,msft
364.1644665327411,msft
423.39509945096745,msft
459.095335668567,msft
374.9399800024208,msft
421.4460455527936,msft
366.8683712049587,msft
355.3708256606915,msft
509.6211232896688,msft
371.2814678887958,msft
474.6230286718944,msft
346.6894519859256,msft
389.73759314583003,msft
301.5578354373189,msft
366.64227739752545,msft
434.30449536549264,msft
348.2773714787565,msft
533.1290528203048,msft
450.39311206317086,msft
276.3991711894332,msft
587.5544920182587,msft
375.1024086114593,msft
547.5508924448233,msft
465.54368489735714,msft
424.58352051894036,msft
597.3748172923845,msft
340.41677914890613,msft
371.68243263341463,msft
317.0149988181231,msft
370.665094688838,msft
303.8460833228808,msft
431.1359781104173,msft
311.71581280902876,msft
422.51196800515925,msft
412.7126108856768,msft
460.03614952202435,msft
330.2952471727445,msft
390.29941057251165,msft
509.73578792599403,msft
284.2059028651118,msft
350.2113171947963,msft
572.7657122057248,msft
395.9262544134326,msft
311.03177698083437,msft
316.26512829409285,msft
405.1061084758697,msft
740.8880990259106,msft
428.4044989410814,msft
511.1860062550982,msft
460.9015045605046,msft
441.9981530069615,msft
517.0231642427542,msft
356.67129153546153,msft
647.1488993081816,msft
909.9674650987691,msft
389.1670829541941,msft
429.51866127837803,msft
604.160764123725,msft
389.08731319340643,msft
519.4012514431114,msft
546.845461426626,msft
462.21201417348584,msft
415.1452634137461,msft
314.5412808215146,msft
230.20088988156624,msft
648.2042673004377,msft
336.54075949008075,msft
426.94401109130916,msft
461.0546868552776,msft
433.79997967162996,msft
192.59680625502565,msft
416.52333484614826,msft
312.1231334655019,msft
470.9156794755218,msft
645.6114287802668,msft
327.4108880070486,msft
354.1434610909217,msft
355.5160221881375,msft
425.4517259887237,msft
380.0979109975306,msft
259.9554548033307,msft
517.1339172405139,msft
365.0587263667089,msft
347.77743554760787,msft
486.78869690550647,msft
389.0381927706719,msft
689.9130229534601,msft
276.6634480095598,msft
418.26008763815815,msft
235.579064866349,msft
428.68342821445947,msft
563.3737265472221,msft
428.6955957937029,msft
381.9248163303722,msft
328.43420699722816,msft
249.02151466025907,msft
342.79689618373664,msft
449.68551186269394,msft
365.62835566244837,msft
430.13577493268605,msft
405.9201849501693,msft
405.9548843624408,msft
260.6094856850544,msft
458.3331892194029,msft
326.5378413393975,msft
368.61667807091436,msft
686.7233378566536,msft
458.9509067760506,msft
309.0083921235508,msft
354.20219108897345,msft
389.19907608714783,msft
419.1585212411835,msft
270.25043170070916,msft
464.669616344168,msft
550.1509574150678,msft
334.693552712038,msft
375.3104044424658,msft
345.4948963101666,msft
490.5098752999299,msft
348.33359435216073,msft
315.6091098539184,msft
461.046279109749,msft
392.12108519799636,msft
335.4976236474764,msft
437.0409367535673,msft
500.9173784554298,msft
347.56020779377235,msft
366.68243975078997,msft
372.35422216037773,msft
549.8465989694485,msft
184.02381698067637,aapl
164.6698069285467,aapl
82.42668337741698,aapl
218.80530978383072,aapl
128.76583578774031,aapl
254.0411212924874,aapl
199.094639756267,aapl
123.2852168702884,aapl
136.6700511564246,aapl
297.27279884419323,aapl
218.87471755399275,aapl
222.27149491886533,aapl
177.87288242014114,aapl
219.80007131654952,aapl
196.20100450447532,aapl
104.5858102129062,aapl
172.7648502350697,aapl
188.6716564243966,aapl
293.33353374878106,aapl
276.09901214262186,aapl
186.13510606616606,aapl
285.3251770892037,aapl
141.15068076513788,aapl
187.80803983132125,aapl
163.95898771337394,aapl
266.8795165849904,aapl
98.22681796202264,aapl
380.97326310638516,aapl
155.75104603452172,aapl
157.93637236106898,aapl
206.4240775671519,aapl
106.54590114581639,aapl
235.14677951456048,aapl
159.7479337434524,aapl
147.72788032004965,aapl
151.39933886170004,aapl
139.54768887788936,aapl
132.86721219237722,aapl
159.90117818082177,aapl
123.8512796319719,aapl
149.43433307721506,aapl
235.7182909938388,aapl
352.75568423884664,aapl
180.88876608471264,aapl
156.11554684592195,aapl
96.31091374154151,aapl
172.29143188106485,aapl
109.06775860076657,aapl
144.0767301099193,aapl
169.27834935935246,aapl
205.70076896336423,aapl
179.5363999136654,aapl
190.09095678764118,aapl
243.49161338984266,aapl
259.1335561419723,aapl
117.57440283910373,aapl
176.06371117149828,aapl
160.02692606820162,aapl
221.27013182321568,aapl
165.04275465563802,aapl
103.58149980512842,aapl
236.16401913051993,aapl
233.34561600103794,aapl
96.31976308917388,aapl
187.35991873664284,aapl
202.1260717885341,aapl
109.51918918327168,aapl
346.3343895851779,aapl
182.18802277048144,aapl
132.89704177397945,aapl
263.2181044191745,aapl
170.4346680199685,aapl
136.42036164359638,aapl
214.07988355803607,aapl
306.8750028108732,aapl
141.40651505893499,aapl
143.2370384868349,aapl
191.6888879391312,aapl
124.96696318216796,aapl
220.78963502560322,aapl
236.16714770008568,aapl
162.68294104516286,aapl
142.45849983085182,aapl
236.65111786963467,aapl
165.71493117101969,aapl
298.2544704557613,aapl
170.95118732217247,aapl
195.63737795392507,aapl
157.87572036283328,aapl
218.94842803957397,aapl
283.78711439325207,aapl
213.6251598107572,aapl
179.7347471229158,aapl
155.9957427900926,aapl
136.60910631981443,aapl
409.6575714738686,aapl
160.9365778283721,aapl
125.44312364449098,aapl
223.52926715846024,aapl
468.5430288415073,aapl
301.0739350055219,aapl
191.81829947047967,aapl
146.19715818772306,aapl
158.70481102304524,aapl
145.0213698735516,aapl
210.8603551615622,aapl
201.06863559218357,aapl
179.18358825085167,aapl
136.7776108115772,aapl
237.19997018000205,aapl
232.563079498657,aapl
133.64926380534314,aapl
167.75153816927087,aapl
127.49711492495483,aapl
193.83291259449965,aapl
142.68849743527235,aapl
147.4451293683798,aapl
129.78594089988636,aapl
105.33073046005927,aapl
162.16387311353853,aapl
238.53277545797002,aapl
154.10453997266228,aapl
148.83790098196658,aapl
182.80561944948934,aapl
126.6132060076578,aapl
114.84775634857928,aapl
234.9451964310094,aapl
228.502895870416,aapl
128.25538030339908,aapl
338.26159084493014,aapl
180.7268879206473,aapl
173.52193614333515,aapl
109.94999265219822,aapl
110.33364373193736,aapl
263.87946693536725,aapl
290.05257803199197,aapl
146.62074049993416,aapl
117.25492280048023,aapl
217.3181678615735,aapl
241.37870927979625,aapl
184.28623493335542,aapl
163.32067767542017,aapl
222.43614518202818,aapl
173.77478912576916,aapl
194.6731041426303,aapl
151.0278042374367,aapl
144.06757981594393,aapl
131.83074504346266,aapl
94.25025061899294,aapl
166.92298569642486,aapl
179.92335705016092,aapl
235.09820975209706,aapl
247.0354691091684,aapl
183.73897060391994,aapl
213.3326217969416,aapl
159.3980295538602,aapl
176.04748922675083,aapl
160.0920781265315,aapl
84.21537963007842,aapl
160.5746339729694,aapl
207.23269144157055,aapl
105.20632809817364,aapl
162.34219048706876,aapl
188.20906447314715,aapl
159.45589707609827,aapl
313.702158267587,aapl
172.49830664376282,aapl
202.40784512910986,aapl
264.7845316736049,aapl
202.8204651818343,aapl
240.47971904125356,aapl
149.70651623364333,aapl
238.94074078072433,aapl
139.66552841855224,aapl
142.87441556486573,aapl
147.2010173146516,aapl
222.54887742625803,aapl
200.49046048358522,aapl
164.34184838590377,aapl
144.17448596761403,aapl
327.8139566490709,aapl
380.2489269053556,aapl
275.5662006958968,aapl
150.13382404164457,aapl
158.2565858816956,aapl
173.15183137773334,aapl
271.1637459219623,aapl
334.92394072371917,aapl
164.7334795380746,aapl
262.074415657095,aapl
142.38953185245413,aapl
176.6868582576767,aapl
312.9924557435752,aapl
133.05035815263835,aapl
287.23439805248364,aapl
89.19156522403932,aapl
180.35923303222617,aapl
213.5341269131594,aapl
283.8455606403619,aapl
173.47103115755627,aapl
166.00851413313848,aapl
259.0336313806226,aapl
174.64230948966818,aapl
186.71514397771824,aapl
157.29091380608858,aapl
213.69539042335424,aapl
147.09696838985624,aapl
137.0826782080447,aapl
169.61983750115942,aapl
