day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10
145.94000244140625,140.99261461088085,135.8261185158048,137.89293903522574,140.84476861542726,139.12959545992015,139.82689011693714,140.35381437053272,138.61537854996757,137.08914249306412
145.94000244140625,144.48819080983145,143.08609861607758,145.1857993941439,146.96976288510749,152.04518821763412,154.61110953245094,156.13497919705594,156.23626458273426,161.06702555362608
145.94000244140625,140.44136372631428,134.586208920478,131.0635927976788,133.70853799977465,134.6011229383486,131.57042401915388,127.55169012474327,127.66076788380762,129.68590072664097
145.94000244140625,149.9643000104784,154.26565807678088,158.68378511539413,150.12231216357645,149.76481514075516,147.8046241844577,152.82372318975533,151.475510708297,148.48886259281028
145.94000244140625,138.97455783940376,131.12058316645272,135.12333588424886,132.20434452961564,136.22963957793274,131.40331167776824,124.4953038319823,121.3297616133472,122.28771772805062
145.94000244140625,144.06641054882502,142.24947046897415,143.77817027761492,148.5274955759433,152.99437413802184,151.3896836166843,153.07997530308478,154.29072403400156,155.16111819517948
145.94000244140625,147.68718347206433,149.41909126380204,153.40334550222425,152.18350068328277,154.30193717149828,153.26055407628348,154.36689005979753,151.60654590549208,148.44020742948987
145.94000244140625,145.22425056836167,144.53514123604066,147.02627839715723,145.96542021420524,142.30643698935745,144.10190050069284,142.29553991545276,143.8373859634611,146.7739674809016
145.94000244140625,146.7970829822845,147.63196504444272,148.1333313666762,148.962145640177,149.58619341397375,148.931202691256,147.92372495551896,148.3237949120066,150.14940433031194
145.94000244140625,149.00088415744327,152.1546204998244,150.5152510287868,150.33512166564876,150.3712372788728,147.9527929950424,145.72179113304574,148.37158193554995,141.86456284811305
145.94000244140625,142.43835553082525,138.93671514394694,138.76478030716825,141.19482128799015,147.97098552423589,147.26585015739784,153.71925529493515,149.75081597681825,147.89613143712663
145.94000244140625,144.4002533767869,142.9121582351493,144.56697484614455,147.17841924313322,149.5929993681415,151.98268624026167,156.0890589562147,158.6071441572403,161.76799464100992
145.94000244140625,145.55004115458522,145.17445858616935,148.91444436922657,148.5971491055765,145.7515132635207,147.38785860929517,144.00821853153428,144.32212191461042,146.46196675544516
145.94000244140625,148.41119381411613,150.90911331387863,152.04994575111465,155.3245934238676,158.3488194174044,157.26684101678117,154.34649317196113,156.08039136639624,153.0779842003545
145.94000244140625,141.28833385986206,136.4782906709609,132.78408673786626,135.11491014447705,138.27723372031798,138.77828033372177,138.09534884217211,144.20846400256053,140.1179280826809
145.94000244140625,146.7053956067336,147.44994841011473,143.18979624708405,142.08254895935568,142.34646556049765,147.50604477179968,148.4383453851378,148.992874193681,144.88464014335676
145.94000244140625,150.02617335292882,154.40487439909933,161.30884517159788,155.52317105424896,155.52410632709737,159.85567996429216,163.71431859199538,158.63376438102358,159.53254395522885
145.94000244140625,145.87818958160761,145.81856916798841,147.62161464968295,145.84994025103876,142.75151857622436,138.6973845893163,132.79026435708994,129.84639928804543,129.65800072275582
145.94000244140625,148.59459473351342,151.2931131403919,147.13928560071196,147.26994774981347,143.4075084871638,141.16816444016982,138.03458428142397,136.06582784922716,133.71055667189518
145.94000244140625,138.75480400763317,130.5793164804647,131.62852950594197,132.05617953499706,132.61906579315826,137.33070034544394,140.59536103029856,140.67247533304666,139.29371677939895
145.94000244140625,145.49804666423358,145.07244219717347,145.8488779874069,145.34664001972507,145.73842148905928,141.31248612084255,140.43192822184344,137.7173943482152,133.98599396416333
145.94000244140625,151.43942149687328,157.72287818006635,154.2309193795946,150.33531010007837,151.70929388347824,146.2788046267834,150.90063255050313,149.91215556411734,157.12318308289935
145.94000244140625,139.72872979307294,132.9337849442832,133.38341872565107,138.36210270034792,141.8026236927962,138.83895336784656,140.9427152761602,134.61771461884194,127.84103685982079
145.94000244140625,143.8843730603552,141.88630418829413,140.66088257661613,137.91099165931269,135.24687182176947,138.24677484681675,137.4298413026315,138.0980090578468,141.78182477749291
145.94000244140625,153.1093996789193,162.0367842752964,164.96719218479328,167.79597981401213,165.29277947489553,165.12033716490913,168.30244011823868,170.53094817843166,165.31340706401107
145.94000244140625,145.71722224491197,145.5025266101634,142.53109948360117,143.80212910826887,144.50528682133123,144.04041676480273,147.5652390316462,151.91210612412954,157.5156654529706
145.94000244140625,153.78768675496764,163.92760514253396,169.07652013184102,171.44271409323838,175.57714160066675,177.03914249280322,178.53249134068776,180.75623880862736,187.99057794868324
145.94000244140625,144.6568282893278,143.41905860761906,142.60584502332406,142.67572248621406,142.1692769943076,143.21135525962686,143.1824582757558,139.6628555508751,138.45201298893076
145.94000244140625,145.04664539086681,144.18632496956107,145.5343651098715,149.8729746848225,149.64897633096174,148.37070589539036,152.03855477324754,149.56734542158642,146.78427652255098
145.94000244140625,144.78182355822835,143.66540197676483,138.0143308620998,145.86167191765796,138.12130178065527,138.18103760868604,146.07735509595915,144.2127002113695,145.27530344887813
145.94000244140625,150.3238448749053,155.0813168908455,156.75785334295136,157.61681289401358,166.54233578978543,169.49891487549516,168.5771492805131,170.7884713525173,170.0558979472267
145.94000244140625,151.69352414283927,158.34999031348121,154.85289993660936,147.08169979890627,138.3015741222643,136.80076494126666,132.64363774289342,132.836200655286,130.29533016843726
145.94000244140625,142.45128149895322,138.96370699553492,138.56305154250032,141.81156158640002,142.63228478151592,149.9411247509427,150.96732512466693,149.55139965243714,150.61306868341845
145.94000244140625,147.3734560994159,148.78445212792892,155.26540718972186,156.19703982214102,153.38867975720717,153.9229748814559,156.43715444246692,152.4041914820925,153.0762395327584
145.94000244140625,145.3616089209229,144.80473236703597,143.739530942546,148.81523393091487,149.02694561752102,150.34713479247117,151.8009787615628,149.69321072271353,152.2445243515106
145.94000244140625,145.51047466787904,145.09682655115097,142.39884200470942,143.11628344561484,143.27233145568584,145.30975948093953,143.89480320401557,144.49566251630407,143.44409389902924
145.94000244140625,145.20707335361823,144.5014187566345,152.01434514239597,153.26867082386784,151.49206222718544,151.3806606597394,158.9335371134755,163.9323529410975,156.92039857396043
145.94000244140625,147.71486460648427,149.4753766474917,143.44023215197154,138.51087907161607,135.51316243278217,133.3237852280743,132.78055768430556,131.2691672932518,130.51672838640891
145.94000244140625,145.13660530799916,144.36304750111182,147.89943018249255,147.39928133390072,151.0669209783297,152.4019453907963,152.59112055369977,156.1127900896471,156.76340560780767
145.94000244140625,146.0355217618043,146.12775321272375,144.74933044977905,142.11369662199067,144.13474952538678,146.4506225658929,149.3179246837594,149.79818154798488,159.18060538671065
